operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,"-34.6244272,-58.5312846",90000.0,USD,1364616.0,90000.0,,,,,,,,http://ciudadela.properati.com.ar/zqc9_venta_casa_general-san-martin_parrilla_patio_noroeste-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,213000.0,USD,3229591.2,213000.0,61.0,52.0,3491.8032786885246,4096.153846153846,,2.0,,http://nordelta.properati.com.ar/12ejs_venta_departamentos_nordelta_balcon_baulera_suite_gimnasio_jardin_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_garage_amenities_placard_aire-acondicionado_cristian-bau-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Villa Rosa|,"-34.4112753,-58.8488331",1177740.0,ARS,1174471.16,77459.45,45.0,30.0,1721.3211111111111,39258.0,2.0,,,http://villa-rosa.properati.com.ar/12wiv_venta_departamentos_villa-rosa_r-caamano_1100_lavadero_sum_terraza_garage_narvaez-cia-walter-fabian-narvaez-csi-4169
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7321425,-58.2511028",,,,,,,,,,,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/ebwe_venta_ph_quilmes
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6404787,-58.7073963",99000.0,USD,1501077.6,99000.0,0.0,0.0,,,,4.0,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/11hoi_venta_casa_ituzaingo_patio_garage_doble-circulacion_alvarez-propiedades_cs7
sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6344407,-58.4747469",122000.0,USD,1849812.8,122000.0,70.0,61.0,1742.857142857143,2000.0,,2.0,,http://floresta.properati.com.ar/115ip_venta_departamentos_floresta_balcon_suite_lavadero_parrilla_toilette_garage_estrenar_doble-circulacion_grupo-mega-flores
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,"-34.7629009,-58.4307919",65000.0,USD,985556.0,65000.0,56.0,,1160.7142857142858,,,,,http://lomas-de-zamora-bs-as-g-b-a-zona-sur.properati.com.ar/fzak_venta_departamento_lomas-de-zamora
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5814285,-58.4336199",120000.0,USD,1819488.0,120000.0,41.0,34.0,2926.829268292683,3529.4117647058824,,2.0,2500,http://palermo.properati.com.ar/111bb_venta_departamentos_palermo_balcon_parrilla_sum_amenities_placard_lexinton-propiedades_937
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.45372391,-58.62492371",279000.0,USD,4230309.6,279000.0,,,,,,,,http://nordelta.properati.com.ar/wnka_venta_departamentos_nordelta
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6123096302,-58.4054908953",84800.0,USD,1285771.52,84800.0,,53.0,,1600.0,,2.0,,http://san-cristobal.properati.com.ar/12pt8_venta_departamentos_san-cristobal_jujuy-av-_200_subte-linea-a_subte-linea-h_re-max-express
sell,store,|Argentina|Capital Federal|Congreso|,"-34.6109722232,-58.4021119757",,,,,620.0,620.0,,,,,,http://congreso.properati.com.ar/110o0_venta_local_congreso_sotano_sum_victorino-de-la-plaza_d03
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,,410000.0,USD,6216584.0,410000.0,0.0,82.0,,5000.0,3.0,,,http://martinez.properati.com.ar/w8x3_venta_departamentos_martinez_falta-direccion_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,"-34.61726761,-58.84815979",250000.0,USD,3790600.0,250000.0,,,,,,,,http://moreno.properati.com.ar/113ir_venta_casa_moreno_balcon_parrilla_piscina_toilette_ramadori-propiedades
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.573226,-58.424131",189900.0,USD,2879339.76,189900.0,,68.0,,2792.6470588235293,,3.0,,http://palermo.properati.com.ar/yqeh_venta_departamentos_palermo_balcon_suite_jardin_lavadero_vestidor_lujoso_placard_aire-acondicionado_re-max-liberty
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.5278199,-58.4937514",127000.0,USD,1925624.8,127000.0,62.0,62.0,2048.3870967741937,2048.3870967741937,,,,http://florida.properati.com.ar/nrnc_venta_departamentos_florida
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.565895,-58.489151",128000.0,USD,1940787.2,128000.0,,50.0,,2560.0,,2.0,,http://villa-urquiza.properati.com.ar/wbp9_venta_departamentos_villa-pueyrredon
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,,,,,,45.0,,,,2.0,,http://haedo.properati.com.ar/zrzl_venta_departamentos_haedo_rocca-propiedades_bav
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.65271759,-58.675457",190000.0,USD,2880856.0,190000.0,,,,,,,,http://ituzaingo.properati.com.ar/zip4_venta_casa_ituzaingo_suite_jardin_lavadero_toilette_luminoso_lujoso_placard_aire-acondicionado_estrenar_bernstein-propiedades_9ff
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.622176,-58.7144889",,,,,0.0,124.0,,,,3.0,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/vzov_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|City Bell|,"-34.928283,-57.9797001",160000.0,USD,2425984.0,160000.0,0.0,0.0,,,,5.0,,http://city-bell.properati.com.ar/x3nr_venta_casa_city-bell
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4459282,-58.7680748",180000.0,USD,2729232.0,180000.0,0.0,0.0,,,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zgz2_venta_casa_pilar_larena-gc-_200_hidromasaje_lavadero_parrilla_piscina_quincho_terraza_toilette_vestidor_vista_tenis_aire-acondicionado_organizacion-acassuso-tigre
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5478549,-58.5710386",,,,,34.0,34.0,,,2.0,2.0,,http://villa-ballester.properati.com.ar/yona_venta_departamentos_villa-ballester_reconquista_3400_terraza_garage_inmobiliaria-alemana
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5688712,-58.4884216",95164.0,USD,1442914.63,95164.0,44.0,40.0,2162.818181818182,2379.1,,1.0,,http://villa-urquiza.properati.com.ar/12pyg_venta_departamentos_villa-urquiza_balcon_garage_subte-linea-b_le-bleu
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.658796,-58.619946",135000.0,USD,2046924.0,135000.0,,85.0,,1588.235294117647,,3.0,,http://moron.properati.com.ar/zpp5_venta_departamentos_moron_balcon_lavadero_terraza_toilette_luminoso_garage_placard_re-max-oeste
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6240354,-58.4042052",125000.0,USD,1895300.0,125000.0,54.0,50.0,2314.814814814815,2500.0,,2.0,,http://balvanera.properati.com.ar/xw58_venta_departamentos_balvanera_balcon_gimnasio_lavadero_parrilla_piscina_vestidor_vista_sauna_lujoso_garage_amenities_aire-acondicionado_capital-brokers
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4311522,-58.8652795",1173600.0,ARS,1170342.59,77187.16,49.0,40.0,1575.2481632653062,29340.0,1.0,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/s2ap_venta_departamentos_pilar
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5633417721,-58.4599748757",78000.0,USD,1182667.2,78000.0,,24.0,,3250.0,,,,http://belgrano.properati.com.ar/11mv4_venta_departamentos_belgrano_terraza_aire-acondicionado_matias-podesta-servicios-inmobiliarios
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5954806,-58.4410775",82000.0,USD,1243316.8,82000.0,37.0,,2216.2162162162163,,,1.0,,http://villa-crespo.properati.com.ar/vdsw_venta_departamentos_villa-crespo
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5991519,-58.5688889",220000.0,USD,3335728.0,220000.0,200.0,136.0,1100.0,1617.6470588235295,,3.0,,http://caseros.properati.com.ar/zo6d_venta_casa_caseros_baulera_hidromasaje_jardin_parrilla_patio_terraza_toilette_lujoso_garage_pablo-yaryura-casa-central
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5901166454,-58.3940806918",122000.0,USD,1849812.8,122000.0,44.0,44.0,2772.7272727272725,2772.7272727272725,8.0,,,http://recoleta.properati.com.ar/wofx_venta_departamentos_recoleta_junin_1600
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,200000.0,USD,3032480.0,200000.0,,75.0,,2666.6666666666665,,3.0,,http://ramos-mejia.properati.com.ar/10lxd_venta_departamentos_ramos-mejia_balcon_lavadero_piscina_toilette_lujoso_garage_placard_villagra-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4374153,-58.5597714",119000.0,USD,1804325.6,119000.0,0.0,0.0,,,1.0,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/rtq8_venta_departamentos_san-fernando_peron-tte-gral-j-d-_600
sell,apartment,|Argentina|Capital Federal|Villa Lugano|,,60000.0,USD,909744.0,60000.0,68.0,68.0,882.3529411764706,882.3529411764706,,4.0,,http://villa-lugano.properati.com.ar/11e58_venta_departamentos_villa-lugano_carlos-vazquez-e-hijo-inmob
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,"-34.65771866,-58.79167557",48000.0,USD,727795.2,48000.0,,,,,,,,http://moreno.properati.com.ar/wmr7_alquiler_departamentos_moreno
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6593833498,-58.6048089534",52000.0,USD,788444.8,52000.0,,38.0,,1368.421052631579,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/irjp_venta_departamento_moron
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5933674,-58.3918794",255000.0,USD,3866412.0,255000.0,98.0,94.0,2602.0408163265306,2712.7659574468084,,3.0,3500,http://recoleta.properati.com.ar/vhab_venta_departamentos_recoleta
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9215311879,-57.9417052274",,,,,87.0,82.0,,,,3.0,,http://la-plata.properati.com.ar/x1kv_venta_departamentos_la-plata
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6424654,-58.6726143",170000.0,USD,2577608.0,170000.0,,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/z0tb_venta_casa_ituzaingo_jardin_terraza_toilette_garage_placard_marasco-quiroga-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.42508698,-58.57965851",420000.0,USD,6368208.0,420000.0,,,,,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11g87_venta_casa_tigre_suite_hidromasaje_lavadero_parrilla_piscina_toilette_dependencias_garage_m-m-propiedades_bhs
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4684987,-58.5194569",153000.0,USD,2319847.2,153000.0,0.0,73.0,,2095.890410958904,2.0,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11gsx_venta_departamentos_san-isidro_jacinto-diaz_100_balcon_lavadero_luminoso_garage_chozas-puntabayres-san-isidro
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6037137392,-58.3815808896",99538.0,USD,1509234.97,99538.0,50.0,40.0,1990.76,2488.45,,2.0,,http://balvanera.properati.com.ar/xwak_venta_departamentos_balvanera_luminoso_garage_arpe-propiedades_azg
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,"-34.810712,-58.1601043",,,,,422.0,422.0,,,,6.0,,http://berazategui-bs-as-g-b-a-zona-sur.properati.com.ar/x4eb_venta_casa_berazategui_los-teros
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5085619,-58.4814228",290000.0,USD,4397096.0,290000.0,0.0,100.0,,2900.0,,,,http://olivos.properati.com.ar/xduk_venta_departamentos_olivos
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ciudad Evita|,"-34.7118935,-58.5468448",220000.0,USD,3335728.0,220000.0,186.0,186.0,1182.7956989247311,1182.7956989247311,,,,http://ciudad-evita.properati.com.ar/ixsu_venta_casa_ciudad-evita_la-tirica
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,60000.0,USD,909744.0,60000.0,,28.0,,2142.8571428571427,,1.0,,http://ramos-mejia.properati.com.ar/sc6n_venta_departamentos_la-matanza
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.556396,-58.442307",230000.0,USD,3487352.0,230000.0,,82.0,,2804.878048780488,,4.0,,http://belgrano.properati.com.ar/10ssc_venta_departamentos_belgrano_balcon_baulera_jardin_lavadero_toilette_garage_impecable_doble-circulacion_re-max-liberty
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6409937,-58.55579",95000.0,USD,1440428.0,95000.0,59.0,43.0,1610.1694915254238,2209.3023255813955,2.0,2.0,,http://ramos-mejia.properati.com.ar/8usg_venta_departamento_ramos-mejia_bartolome-mitre_700
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6409937,-58.55579",90000.0,USD,1364616.0,90000.0,45.0,,2000.0,,2.0,2.0,250,http://ramos-mejia.properati.com.ar/8udj_venta_departamento_ramos-mejia_bartolome-mitre_700
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,,,,,90.0,50.0,,,,3.0,,http://villa-luzuriaga.properati.com.ar/10cqg_venta_departamentos_villa-luzuriaga_terraza_mangone-operaciones-inmobiliarias
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56822,-58.458337",110000.0,USD,1667864.0,110000.0,,32.0,,3437.5,3.0,1.0,,http://belgrano.properati.com.ar/10ngf_venta_departamentos_belgrano_gimnasio_lavadero_parrilla_piscina_sum_electrogeno_amenities_proyectos
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.571953,-58.474451",80000.0,USD,1212992.0,80000.0,35.0,35.0,2285.714285714286,2285.714285714286,,1.0,,http://belgrano.properati.com.ar/12sa0_venta_departamentos_belgrano_andereggen-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Monte Chingolo|,"-34.732584,-58.341522",62000.0,USD,940068.8,62000.0,,20.0,,3100.0,,3.0,,http://monte-chingolo.properati.com.ar/11yf4_venta_casa_monte-chingolo_parrilla_patio_terraza_luminoso_re-max-acci-oacute-n
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,,,,,,,,,,,,http://nordelta.properati.com.ar/ztro_venta_departamentos_nordelta_balcon_baulera_gimnasio_parrilla_piscina_sum_vestidor_garage_placard_m-m-propiedades_bhs
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6051846,-58.5675323",77000.0,USD,1167504.8,77000.0,45.0,,1711.111111111111,,5.0,2.0,,http://caseros.properati.com.ar/107tl_venta_departamentos_caseros_balcon_estrenar_pablo-yaryura-propiedades
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.596653,-58.429563",133000.0,USD,2016599.2,133000.0,,73.0,,1821.917808219178,9.0,4.0,,http://balvanera.properati.com.ar/yxif_venta_departamentos_balvanera_balcon_baulera_lavadero_luminoso_garage_placard_re-max-splendid
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7240184,-58.2736575",115000.0,USD,1743676.0,115000.0,,,,,,,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/tyl5_venta_casa_quilmes
sell,house,|Argentina|Capital Federal|Villa Devoto|,"-34.609781,-58.501284",279000.0,USD,4230309.6,279000.0,,141.0,,1978.723404255319,,4.0,,http://villa-devoto.properati.com.ar/11mr5_venta_casa_villa-devoto_lavadero_terraza_toilette_garage_re-max-express
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Paso del Rey|,"-34.6279733326,-58.7933710085",85000.0,USD,1288804.0,85000.0,,,,,,,,http://paso-del-rey.properati.com.ar/y5d4_venta_casa_paso-del-rey_spolita-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,,,,,490.0,250.0,,,,4.0,,http://haedo.properati.com.ar/s9di_venta_casa_moron
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|,,170000.0,USD,2577608.0,170000.0,120.0,100.0,1416.6666666666667,1700.0,4.0,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/n6p1_venta_departamentos_bs-as-g-b-a-zona-norte_alsina-adolfo_1500
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6507963036,-58.6479698865",,,,,101.0,101.0,,,,4.0,,http://castelar-moron.properati.com.ar/11b2v_venta_casa_castelar_lavadero_patio_garage_placard_j-b-domanico-y-cia
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,78000.0,USD,1182667.2,78000.0,70.0,70.0,1114.2857142857142,1114.2857142857142,,3.0,,http://haedo.properati.com.ar/sand_venta_ph_moron
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,,60000.0,USD,909744.0,60000.0,180.0,60.0,333.3333333333333,1000.0,,2.0,,http://ituzaingo.properati.com.ar/s5f0_venta_ph_ituzaingo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.6991779755,-58.3922529124",70000.0,USD,1061368.0,70000.0,80.0,65.0,875.0,1076.923076923077,,3.0,,http://lanus.properati.com.ar/11jte_venta_departamentos_lanus_patio_terraza_gianni-propiedades_db6
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6404688,-58.5585227",290000.0,USD,4397096.0,290000.0,100.0,90.0,2900.0,3222.222222222222,13.0,4.0,,http://ramos-mejia.properati.com.ar/irnn_venta_departamento_ramos-mejia
sell,PH,|Argentina|Capital Federal|Almagro|,"-34.6058077,-58.4148972",220000.0,USD,3335728.0,220000.0,110.0,110.0,2000.0,2000.0,,4.0,1800,http://almagro.properati.com.ar/l9g5_venta_departamentos_almagro_sanchez-de-bustamante_300
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.61747,-58.418382",89500.0,USD,1357034.8,89500.0,,50.0,,1790.0,3.0,2.0,,http://almagro.properati.com.ar/x8q3_venta_departamentos_balvanera
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,220000.0,USD,3335728.0,220000.0,0.0,59.0,,3728.813559322034,,,,http://nordelta.properati.com.ar/y5uy_venta_departamentos_nordelta_0_hidromasaje_garage_impecable_placard_mieres-nordelta
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,95550.0,USD,1448767.32,95550.0,,46.0,,2077.1739130434785,,2.0,,http://ramos-mejia.properati.com.ar/smiv_venta_departamentos_ramos-mejia
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6366296,-58.5855128",63000.0,USD,955231.2,63000.0,42.0,40.0,1500.0,1575.0,7.0,2.0,,http://haedo.properati.com.ar/y08n_venta_departamentos_haedo_balcon_hidromasaje_lavadero_luminoso_maggio-propiedades_4pp
sell,PH,|Argentina|Capital Federal|Parque Patricios|,"-34.637701,-58.4002165",,,,,210.0,180.0,,,,,,http://parque-patricios.properati.com.ar/wmw6_venta_ph_parque-patricios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,420000.0,USD,6368208.0,420000.0,869.0,324.0,483.3141542002302,1296.2962962962963,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/12qik_venta_casa_pilar_suite_lavadero_parrilla_piscina_quincho_terraza_vestidor_zampone-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.7862476,-58.6229664",65000.0,USD,985556.0,65000.0,,,,,,,,http://san-justo-la-matanza.properati.com.ar/ei6i_venta_departamento_san-justo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,92000.0,USD,1394940.8,92000.0,,42.0,,2190.4761904761904,,2.0,,http://ramos-mejia.properati.com.ar/z1rr_venta_departamentos_ramos-mejia_lavadero_amoblado_estrenar_busolin-demian-propiedades_cla
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Villa Ariza|,,145000.0,USD,2198548.0,145000.0,,,,,,,,http://villa-ariza.properati.com.ar/11t2a_venta_casa_villa-ariza_jardin_placard_inmobiliaria-carlucci_d52
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6205608,-58.3945161",175000.0,USD,2653420.0,175000.0,75.0,64.0,2333.333333333333,2734.375,,,,http://flores.properati.com.ar/116ar_venta_departamentos_flores_balcon_baulera_luminoso_garage_doble-circulacion_torres-propiedades
sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.6116893,-58.3632332",590000.0,USD,8945816.0,590000.0,81.0,76.0,7283.950617283951,7763.157894736842,,,,http://puerto-madero.properati.com.ar/115pr_venta_departamentos_puerto-madero_baulera_suite_gimnasio_lavadero_piscina_sum_toilette_vestidor_electrogeno_garage_amoblado_laket-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,800000.0,USD,12129920.0,800000.0,,,,,,,,http://nordelta.properati.com.ar/w76k_venta_casa_nordelta
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.644789,-58.567235",194000.0,USD,2941505.6,194000.0,,78.0,,2487.1794871794878,4.0,2.0,,http://ramos-mejia.properati.com.ar/ucxi_venta_departamentos_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,183000.0,USD,2774719.2,183000.0,149.0,176.0,1228.1879194630872,1039.7727272727273,,4.0,,http://haedo.properati.com.ar/11uaq_venta_casa_haedo_balcon_suite_lavadero_parrilla_patio_quincho_toilette_garage_vidal-propiedades_bbo
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.57769,-58.429454",209500.0,USD,3176522.8,209500.0,,105.0,,1995.2380952380952,,4.0,,http://palermo.properati.com.ar/11h1t_venta_departamentos_palermo_lavadero_toilette_garage_re-max-buro-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,"-34.4421739,-58.559852",125000.0,USD,1895300.0,125000.0,72.0,42.0,1736.111111111111,2976.190476190476,6.0,2.0,,http://san-fernando.properati.com.ar/yii6_venta_departamentos_san-fernando_balcon_hidromasaje_parrilla_terraza_luminoso_amoblado_placard_estrenar_mola-propiedades
sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.6209899,-58.4165467",635000.0,ARS,634389.05,41839.62,32.0,,1307.488125,,,1.0,,http://boedo.properati.com.ar/11ysz_venta_departamentos_boedo_av-boedo_700_lavadero_parrilla_piscina_sum_terraza_garage_dueno-directo_cfo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.399279,-58.652808",180000.0,USD,2729232.0,180000.0,95.0,56.0,1894.7368421052631,3214.285714285714,,2.0,,http://nordelta.properati.com.ar/zt8x_venta_departamentos_nordelta_balcon_baulera_suite_jardin_lavadero_parrilla_piscina_sauna_dependencias_garage_amenities_nucifora-propiedades_crq
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6162229,-58.4184465",94300.0,USD,1429814.32,94300.0,,49.0,,1924.4897959183672,,2.0,,http://almagro.properati.com.ar/11brj_venta_departamentos_capital-federal_colombres_balcon_luminoso_garage_placard_estrenar_re-max-central
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,350000.0,USD,5306840.0,350000.0,1150.0,365.0,304.3478260869565,958.9041095890412,,,,http://benavidez.properati.com.ar/xbi2_venta_casa_benavidez_400
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.49895,-58.488538",192000.0,USD,2911180.8,192000.0,,68.0,,2823.529411764706,1.0,3.0,,http://la-lucila.properati.com.ar/y753_venta_departamentos_la-lucila_balcon_suite_toilette_acassuso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5898208,-58.5568294",,,,,,132.0,,,,4.0,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/um54_venta_departamentos_general-san-martin
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|General Rodríguez|General Rodríguez|,"-34.6194888,-58.9251959",160000.0,USD,2425984.0,160000.0,570.0,200.0,280.70175438596493,800.0,,,,http://general-rodriguez.properati.com.ar/10j9o_venta_casa_general-rodriguez_jardin_lavadero_parrilla_piscina_quincho_sum_vestidor_garage_brick-propiedades-local-nordelta
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5519084,-58.4685759",2466700.0,ARS,2459853.61,162233.79,65.0,56.0,2495.904461538462,44048.21428571428,,2.0,,http://nunez.properati.com.ar/12py3_venta_departamentos_nunez_toilette_lujoso_subte-linea-d_le-bleu
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,140000.0,USD,2122736.0,140000.0,300.0,100.0,466.6666666666667,1400.0,,,,http://benavidez.properati.com.ar/rmkg_venta_casa_benavidez_0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7278413,-58.2882659",65000.0,USD,985556.0,65000.0,,,,,,,,http://quilmes.properati.com.ar/10x58_venta_departamentos_quilmes_lavadero_maribel-arnosti-propiedades
sell,house,|Argentina|Capital Federal|Flores|,"-34.6374837,-58.4601452",350000.0,USD,5306840.0,350000.0,270.0,220.0,1296.2962962962963,1590.909090909091,,,,http://flores.properati.com.ar/x9iq_venta_casa_flores
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,100000.0,USD,1516240.0,100000.0,,50.0,,2000.0,,,,http://villa-luzuriaga.properati.com.ar/z1h8_venta_local_villa-luzuriaga_sum_terraza_nivel-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7390737653,-58.4114321891",90000.0,USD,1364616.0,90000.0,45.0,45.0,2000.0,2000.0,,2.0,300,http://banfield.properati.com.ar/wvu6_venta_departamentos_banfield
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,328000.0,USD,4973267.2,328000.0,1100.0,170.0,298.1818181818182,1929.4117647058824,,,,http://benavidez.properati.com.ar/113l2_venta_casa_benavidez_0_suite_lavadero_parrilla_piscina_toilette_vestidor_luminoso_dependencias_pratto-propiedades
